id,RT1_K,RT1_J,T1_Ja,technique,mean_confidence_interval_inf,T1_I,T1_J,T1_Ia,cost_mean,correct_result,T1_K,T1_Ka,U1_K,U1_J,U1_I,runs,RT1_I,mean_confidence_interval_sup,cost_std
397,1,32,1024,RS,0.13560733175177642,1,16,256,0.13874274285714286,True,16,1,1,11,4,35,1,0.1418781539625093,0.009464124034155382
398,1,8,128,RS,0.23027717395944036,16,16,1024,0.23363037142857143,True,64,256,7,10,1,35,8,0.2369835688977025,0.010121504227804747
399,8,8,512,RS,0.21371645919016033,1,32,2048,0.2178659142857143,True,128,512,1,20,7,35,1,0.22201536938126828,0.012524978823754964
400,1,1,1,RS,0.09956865792292745,256,16,256,0.10164606571428574,True,1,128,1,5,5,35,8,0.10372347350564402,0.006270579629345866
401,1,1,1,RS,0.2983432018311226,32,1,64,0.30172931428571426,True,1,256,9,12,1,35,32,0.3051154267403059,0.010220856910598975
402,8,1,256,RS,0.16355180091214347,1,16,512,0.16406651428571428,True,1,64,9,11,1,35,1,0.1645812276592851,0.0015536435401326497
403,1,32,2048,RS,0.2968884047369872,1,32,512,0.3012269714285714,True,128,1024,1,8,20,35,1,0.30556553812015563,0.01309580527712315
404,1,1,2048,RS,0.10932902810654964,1,64,128,0.112023,True,64,128,16,1,10,35,1,0.11471697189345036,0.008131655877758584
405,1,8,1,RS,0.24980062516270596,1,128,128,0.2528149142857143,True,1,256,1,7,27,35,1,0.2558292034087226,0.00909852174923072
406,8,8,256,RS,0.12268046675603331,32,256,128,0.1246638,True,16,128,10,1,6,35,1,0.1266471332439667,0.005986619040111752
407,1,1,64,RS,0.21838898252783168,64,64,512,0.22317062857142858,True,128,1,11,1,9,35,8,0.22795227461502549,0.014433224136565136
408,8,1,2048,RS,0.0979496852400206,32,1,64,0.09858858285714286,True,256,2048,1,12,16,35,8,0.09922748047426513,0.0019284891487506431
409,8,8,256,RS,0.19293083945645964,64,256,128,0.19553942857142856,True,16,2048,1,13,4,35,1,0.19814801768639748,0.007873931075882941
410,1,8,128,RS,0.10988345465624638,128,16,1,0.11176500000000002,True,256,512,29,1,29,35,1,0.11364654534375365,0.005679375976787792
411,8,8,256,RS,0.12188554508278493,1,1,256,0.12236397142857143,True,32,64,18,1,8,35,1,0.12284239777435793,0.0014441124706043858
412,1,1,128,RS,0.09233813407028905,128,128,1024,0.09466905714285714,True,1,512,5,1,18,35,1,0.09699998021542523,0.007035806256825996
413,8,8,512,RS,0.2021834677057048,32,256,1,0.20711237142857145,True,1,256,21,16,1,35,1,0.21204127515143809,0.014877716069123966
414,8,1,1024,RS,0.09880633751281748,512,32,1024,0.09928982857142858,True,1,2048,1,12,24,35,8,0.09977331963003969,0.0014594001214924724
415,1,1,512,RS,0.09690150335130353,32,1,256,0.09838100571428571,True,32,128,1,15,14,35,1,0.09986050807726789,0.004465823906831134
416,1,8,128,RS,0.21861868023085326,32,128,64,0.22241905714285715,True,256,512,19,12,1,35,1,0.22621943405486103,0.011471299061926826
417,8,1,1024,RS,0.11356071782299787,16,64,2048,0.11680202857142857,True,128,256,11,20,1,35,1,0.12004333931985928,0.009783778243269281
418,8,1,128,RS,0.2187678145732094,64,1,256,0.2220195142857143,True,64,2048,16,19,1,35,8,0.22527121399821917,0.00981513695231264
419,1,1,2048,RS,0.2287228021024663,128,512,1,0.22931471428571432,True,64,512,4,1,14,35,32,0.22990662646896234,0.0017866653307437419
420,32,1,512,RS,0.20082409253207878,128,16,1,0.20419585714285712,True,32,512,1,29,22,35,1,0.20756762175363547,0.010177548467492711
421,1,1,512,RS,0.10473202920502561,1,32,1024,0.10741708571428571,True,64,128,17,1,1,35,1,0.1101021422235458,0.008104745115835107
422,1,8,1024,RS,0.0993121107053806,64,256,256,0.10212662857142858,True,64,256,3,1,5,35,1,0.10494114643747657,0.008495519498235404
423,32,1,1,RS,0.14940520780571187,256,16,1024,0.15150168571428574,True,16,128,1,28,17,35,1,0.1535981636228596,0.006328142082437011
424,8,1,1,RS,0.17575733909882546,32,256,128,0.17962140000000001,True,32,128,7,19,1,35,1,0.18348546090117457,0.011663526859892272
425,8,1,64,RS,0.22715848045578294,256,64,1024,0.22804631428571429,True,256,2048,7,28,1,35,1,0.22893414811564564,0.0026798940253186816
426,8,8,1,RS,0.2049221458457008,32,512,128,0.20716008571428568,True,32,1,1,15,22,35,1,0.20939802558287057,0.006755139847855237
427,1,8,2048,RS,0.23963098416646206,64,16,64,0.24453111428571433,True,32,128,13,30,1,35,1,0.2494312444049666,0.014790863996344742
428,8,1,1024,RS,0.22046811890269846,32,256,1,0.22421794285714286,True,1,128,20,6,1,35,8,0.22796776681158726,0.01131870680382792
429,1,32,1024,RS,0.2657736038026454,256,256,1,0.27039728571428573,True,256,2048,22,5,1,35,1,0.27502096762592604,0.01395641516716837
430,1,8,1024,RS,0.11100669125301915,16,128,256,0.11389965714285713,True,256,256,3,19,1,35,1,0.11679262303269511,0.008732311996071525
431,1,32,2048,RS,0.3305011572220112,512,32,1024,0.335492,True,1,256,1,12,17,35,1,0.34048284277798885,0.015064676847323535
432,1,8,128,RS,0.2450590603353397,1,128,256,0.2490592571428571,True,16,256,12,1,2,35,8,0.2530594539503745,0.012074448126620488
433,1,1,1024,RS,0.21944315423559949,128,128,1024,0.22260837142857146,True,1,1,1,26,22,35,32,0.22577358862154343,0.009554092622194397
434,1,8,128,RS,0.23226269006551462,1,16,1024,0.23685865714285714,True,16,512,18,9,1,35,1,0.24145462422019967,0.013872758950944853
435,1,8,64,RS,0.21404828624939126,32,1,512,0.21820517142857143,True,1,1,25,11,1,35,1,0.2223620566077516,0.012547406260113145
436,1,1,1024,RS,0.26693909491606815,256,1,1024,0.27217499999999994,True,1,64,21,18,1,35,1,0.27741090508393174,0.015804388477345686
437,1,1,1024,RS,0.1251287107498484,32,32,64,0.12665014285714285,True,256,256,15,1,28,35,1,0.1281715749644373,0.0045923873103390625
438,8,1,256,RS,0.2150635702966014,32,256,1,0.21916562857142857,True,32,1,10,24,1,35,8,0.22326768684625575,0.012381913249541994
439,8,1,128,RS,0.20086786241301355,256,32,2048,0.2050090571428571,True,64,512,14,1,21,35,8,0.20915025187270067,0.012500045211216195
440,8,8,512,RS,0.12688550499981865,128,128,1024,0.12876908571428572,True,1,128,19,4,1,35,1,0.13065266642875278,0.0056855196690310346
441,8,1,512,RS,0.2377077854690952,64,512,2048,0.24171062857142858,True,32,64,19,1,9,35,8,0.24571347167376195,0.012082435870979269
442,32,1,256,RS,0.21790307484911425,512,32,512,0.22211740000000002,True,128,256,4,25,1,35,1,0.2263317251508858,0.012720786719157183
443,1,1,1024,RS,0.12654943113330583,1,64,512,0.12692825714285716,True,64,1024,1,2,5,35,8,0.1273070831524085,0.0011434724893400583
444,1,32,2048,RS,0.09811940176629773,16,16,256,0.1003446257142857,True,64,1,23,1,17,35,1,0.10256984966227368,0.006716757305441066
445,1,1,2048,RS,0.20983521848431405,128,64,2048,0.21417417142857142,True,16,512,12,1,26,35,8,0.2185131243728288,0.013096971166725568
446,1,8,1,RS,0.24277233631468115,256,128,1024,0.24349297142857138,True,1,1024,13,3,1,35,8,0.2442136065424616,0.0021752108007627906
447,1,8,512,RS,0.2619560300987641,128,16,128,0.26646619999999993,True,1,2048,14,28,1,35,8,0.27097636990123575,0.013613783304955518
448,32,1,1,RS,0.09341392685994969,1,32,2048,0.09498805428571429,True,256,256,3,1,8,35,1,0.09656218171147889,0.004751446206688345
449,1,1,2048,RS,0.18227199544362158,16,512,128,0.1866087714285714,True,256,512,8,9,1,35,1,0.19094554741352124,0.013090400094476465
450,1,1,1,RS,0.09482370439048975,1,16,128,0.09739243142857143,True,64,64,21,1,1,35,1,0.09996115846665311,0.007753608851063999
451,1,8,128,RS,0.24264585511237435,16,16,1024,0.24568097142857137,True,16,64,20,1,13,35,8,0.2487160877447684,0.009161387872044326
452,32,1,256,RS,0.14855016764170245,64,16,512,0.15230280000000002,True,256,1024,1,24,6,35,1,0.15605543235829758,0.011327183868401335
453,8,1,2048,RS,0.09360648988887439,16,1,1,0.09602499428571429,True,32,2048,1,1,24,35,1,0.09844349868255418,0.007300167288961567
454,32,1,1,RS,0.2533551434549548,32,64,64,0.2588300571428571,True,64,2048,18,16,1,35,1,0.26430497083075943,0.016525827228817767
455,8,1,256,RS,0.19727320665361164,16,64,512,0.20127122857142857,True,128,1,18,1,28,35,8,0.2052692504892455,0.01206788330140487
456,1,1,512,RS,0.25198465566931966,64,256,1,0.2526179714285714,True,64,1024,24,11,1,35,8,0.25325128718782314,0.0019116405144081145
457,1,8,1,RS,0.10953708553452479,128,16,2048,0.11284294285714286,True,256,2048,10,1,21,35,1,0.11614880017976092,0.009978609722638457
458,8,8,128,RS,0.21404142108459842,256,64,1024,0.21797202857142856,True,64,1,11,22,1,35,1,0.2219026360582587,0.011864395300913
459,8,8,2048,RS,0.2356009499261498,128,32,512,0.2369323142857143,True,16,1,5,28,1,35,1,0.23826367864527878,0.004018674747948125
460,1,1,64,RS,0.09268227775828466,16,16,2048,0.09552118000000001,True,64,128,21,1,28,35,32,0.09836008224171536,0.008569122846586206
461,1,8,128,RS,0.2520256937620229,1,64,1,0.2561965142857143,True,256,2048,8,1,26,35,8,0.26036733480940577,0.012589469589125277
462,32,1,256,RS,0.29276932166325004,128,32,1,0.2985639714285714,True,16,128,28,19,1,35,1,0.30435862119389273,0.017490938913760405
463,1,1,1024,RS,0.09092050095658137,16,16,128,0.0933683457142857,True,256,2048,5,1,20,35,32,0.09581619047199004,0.007388730097823418
464,1,1,64,RS,0.1260687392947527,32,32,1024,0.1278784857142857,True,16,1,1,7,28,35,8,0.1296882321338187,0.00546265354342651
465,1,8,512,RS,0.17785527669130052,32,256,1,0.18107922857142858,True,64,64,1,18,4,35,1,0.18430318045155664,0.00973138113259136
466,8,1,64,RS,0.2453324454689735,1,32,1024,0.24941842857142857,True,64,64,21,18,1,35,1,0.2535044116738836,0.012333390928197937
467,8,1,2048,RS,0.2293457149982402,32,1,1024,0.23260397142857145,True,64,256,10,16,1,35,8,0.2358622278589027,0.00983492816586655
468,1,1,512,RS,0.1335646600899817,512,16,512,0.13414062857142856,True,64,128,22,1,16,35,8,0.13471659705287542,0.0017385398485217289
469,32,1,128,RS,0.20106212120876965,32,16,256,0.20614917142857145,True,32,1024,1,16,1,35,1,0.21123622164837325,0.015355075500555348
470,8,1,128,RS,0.19726806420889928,32,16,512,0.20141122857142857,True,16,128,5,17,1,35,8,0.20555439293395786,0.012505990475621134
471,1,1,1,RS,0.11015643676848826,64,512,64,0.11092780000000001,True,1,1024,1,11,10,35,1,0.11169916323151176,0.002328331773118746
472,1,32,128,RS,0.25795755675751736,64,128,2048,0.25900439999999997,True,256,1024,1,6,20,35,1,0.2600512432424826,0.003159858136056112
473,1,8,1024,RS,0.21995951986779227,32,64,256,0.22476977142857144,True,512,2048,23,24,1,35,1,0.2295800229893506,0.01451956884658123
474,1,8,1,RS,0.23853915960425928,512,128,512,0.24305417142857141,True,16,512,1,2,24,35,8,0.24756918325288355,0.013628398473116378
475,8,1,512,RS,0.10794851217862798,16,32,256,0.10847668571428573,True,1,64,1,5,29,35,1,0.10900485924994348,0.0015942725483327337
476,1,1,2048,RS,0.09685069916231621,16,1,512,0.0995283257142857,True,128,1,1,10,9,35,32,0.10220595226625519,0.00808231806081621
477,8,1,2048,RS,0.09832786220260722,32,1,2048,0.09873350857142857,True,512,1024,1,1,13,35,8,0.09913915494024991,0.0012244287653249179
478,1,32,128,RS,0.06889712043914373,64,16,1024,0.07153838571428571,True,1,2048,23,1,29,35,1,0.07417965098942769,0.007972562873259866
479,1,8,2048,RS,0.24445736157596684,256,512,2048,0.24509445714285713,True,1,2048,1,12,26,35,8,0.24573155270974742,0.0019230497258685931
480,8,1,128,RS,0.15439731915634766,16,1,1,0.15668648571428576,True,128,2048,22,3,1,35,1,0.15897565227222385,0.006909765740794187
481,1,1,128,RS,0.10188000964572032,256,16,256,0.10489631142857143,True,32,128,7,1,6,35,1,0.10791261321142255,0.009104596889539495
482,1,8,256,RS,0.10424964076531346,1,16,1024,0.10582474285714286,True,32,128,10,1,16,35,1,0.10739984494897226,0.004754388200646744
483,8,8,512,RS,0.18737441959926704,16,1,64,0.19124560000000002,True,32,512,17,11,1,35,1,0.195116780400733,0.01168501680957285
484,1,1,1,RS,0.12640146104886002,128,64,128,0.1283986857142857,True,32,64,1,25,19,35,8,0.13039591037971138,0.006028549788992984
485,1,32,1024,RS,0.14495453279762263,16,512,512,0.14768742857142858,True,128,256,1,30,25,35,1,0.15042032434523453,0.008249146190574477
486,8,8,64,RS,0.12124351100987472,64,32,2048,0.12466060000000001,True,16,2048,14,1,16,35,1,0.12807768899012528,0.010314358453008259
487,8,1,256,RS,0.08962916953825582,64,256,2048,0.09117587714285715,True,64,1,1,3,22,35,1,0.09272258474745847,0.004668680476848478
488,8,1,128,RS,0.20310378086287503,512,128,2048,0.20744094285714287,True,1,128,6,26,1,35,1,0.21177810485141071,0.013091565249520357
489,1,32,64,RS,0.13478213462583968,16,32,64,0.13825791428571427,True,16,1024,1,30,19,35,1,0.14173369394558885,0.01049151409846869
490,8,8,256,RS,0.11777707202408261,512,64,1024,0.11939102857142857,True,256,256,18,1,26,35,1,0.12100498511877453,0.004871668957118814
491,1,1,64,RS,0.11427010657420505,64,1,64,0.11577208571428572,True,64,1,1,24,20,35,1,0.1172740648543664,0.0045336692384956405
492,1,8,1,RS,0.10570193622698391,128,1,256,0.10721862857142855,True,32,512,1,2,18,35,1,0.1087353209158732,0.004578080509094954
493,1,1,512,RS,0.07680513576623292,16,64,128,0.07894725714285714,True,128,2048,1,28,10,35,32,0.08108937851948135,0.00646591522556268
494,32,1,1024,RS,0.1860178319963502,1,512,512,0.19044791428571428,True,32,256,25,1,3,35,1,0.19487799657507837,0.013372041770310874
495,8,8,64,RS,0.11476225291794609,128,16,1024,0.11694885714285715,True,256,512,6,1,7,35,1,0.1191354613677682,0.006600185080274457
496,1,1,512,RS,0.11725942583511635,256,128,1,0.12075325714285715,True,256,1,13,1,26,35,1,0.12424708845059794,0.010546002338985025
497,8,1,2048,RS,0.10577873176028865,64,32,512,0.10776311428571429,True,32,64,1,15,18,35,8,0.10974749681113993,0.005989786257915235
498,1,1,2048,RS,0.26422238535205156,256,64,256,0.2691868,True,64,2048,26,27,1,35,1,0.27415121464794845,0.014984904500958863
499,8,1,2048,RS,0.11002372593530804,128,64,1024,0.11059874285714284,True,1,256,30,1,8,35,1,0.11117375977897764,0.0017356676005479362
500,1,32,128,RS,0.24782920650287085,128,1,256,0.2528528,True,256,512,14,3,1,35,1,0.25787639349712915,0.015163533698222946
501,1,1,512,RS,0.09858852356724299,256,64,256,0.1013883342857143,True,256,256,1,30,13,35,8,0.1041881450041856,0.008451126509827562
502,32,1,256,RS,0.15557352649465997,1,64,2048,0.15899348571428573,True,512,2048,1,26,20,35,1,0.1624134449339115,0.010323022136042552
503,8,1,2048,RS,0.1110126369513361,128,16,2048,0.11115282857142857,True,32,1,17,1,20,35,8,0.11129302019152103,0.0004231632907191325
504,8,1,1024,RS,0.1291132562991449,32,32,2048,0.13164402857142857,True,32,1024,20,1,5,35,1,0.13417480084371222,0.0076390437751844105
505,8,8,1,RS,0.12131119847259672,1,512,1,0.12467748571428576,True,32,1,13,1,6,35,1,0.1280437729559748,0.01016101522872431
506,1,8,256,RS,0.10277821403452074,256,32,2048,0.10434945714285714,True,16,1024,21,1,10,35,1,0.10592070025119353,0.00474273999975817
507,32,1,1024,RS,0.11105003728335898,16,128,128,0.11283842857142856,True,16,1024,22,1,22,35,1,0.11462681985949814,0.005398193858191113
508,8,8,256,RS,0.2185309544369251,128,32,1,0.2226705714285714,True,256,2048,16,16,1,35,1,0.22681018842021772,0.012495282866027514
509,8,8,2048,RS,0.21514395238023154,512,1,512,0.21602939999999998,True,64,2048,1,11,26,35,1,0.21691484761976842,0.00267269133699669
510,1,1,1,RS,0.22912983129772946,64,32,2048,0.23378865714285715,True,1,256,15,1,28,35,8,0.23844748298798485,0.014062495848264243
511,1,32,512,RS,0.30593039167480435,1,1,1024,0.31174048571428575,True,256,1,28,22,1,35,1,0.31755057975376716,0.017537556891868096
512,8,8,256,RS,0.2052766987175458,16,32,128,0.2081708,True,128,128,27,15,1,35,1,0.21106490128245417,0.008735739137261696
513,8,1,1024,RS,0.11645717520281426,1,1,1,0.11694942857142858,True,512,512,22,1,7,35,1,0.1174416819400429,0.001485848834566853
514,32,1,64,RS,0.10679057554673134,512,16,512,0.10985465714285714,True,32,64,29,1,27,35,1,0.11291873873898294,0.009248818512785782
515,1,1,64,RS,0.20591974503861082,16,64,128,0.20662519999999998,True,64,2048,22,8,1,35,8,0.20733065496138914,0.0021293900642471056
516,1,32,512,RS,0.29400084217380623,64,512,128,0.2996337142857143,True,16,1024,1,15,30,35,1,0.30526658639762233,0.017002618968973034
517,1,1,512,RS,0.21420587625749388,32,512,128,0.21521885714285716,True,512,1024,1,3,24,35,32,0.21623183802822044,0.003057645846472248
518,32,1,2048,RS,0.13030540754192993,256,256,1024,0.13224294285714283,True,16,64,1,16,2,35,1,0.13418047817235573,0.005848379662987772
519,8,1,128,RS,0.10511673184726077,64,32,2048,0.10682751428571428,True,16,256,1,18,15,35,8,0.1085382967241678,0.005163934376983882
520,1,8,2048,RS,0.2464883006181619,64,256,1,0.2506620285714286,True,128,2048,19,6,1,35,8,0.2548357565246953,0.012598245559228165
521,1,8,2048,RS,0.24157501210297125,1,128,1,0.2467849714285714,True,1,128,10,19,1,35,8,0.2519949307541715,0.015726072152385695
522,8,1,1,RS,0.10695727832686859,32,16,128,0.10912011428571429,True,128,512,11,1,15,35,1,0.11128295024455999,0.0065284414362800835
523,1,32,128,RS,0.10883862656324098,256,1,1024,0.11173308571428572,True,16,1,16,1,22,35,1,0.11462754486533047,0.008736819350546378
524,32,1,128,RS,0.14514001074732966,64,64,1024,0.14592802857142856,True,256,256,27,1,27,35,1,0.14671604639552746,0.002378603053243216
525,1,8,64,RS,0.2380276762531711,64,1,1024,0.23845625714285715,True,32,2048,28,1,28,35,8,0.2388848380325432,0.001293655779848216
526,1,1,64,RS,0.2074129840491445,64,16,1024,0.20835557142857142,True,512,1024,1,17,3,35,32,0.20929815880799835,0.002845165616929022
527,8,8,2048,RS,0.20398870571810668,32,128,512,0.20873342857142857,True,32,64,1,22,24,35,1,0.21347815142475046,0.014321772833767501
528,8,1,512,RS,0.10073260187204089,256,256,1,0.1040339742857143,True,32,1,1,28,16,35,8,0.10733534669938771,0.009965072188609368
529,1,8,2048,RS,0.23487225656436025,256,32,2048,0.23774540000000002,True,32,64,1,17,25,35,1,0.2406185434356398,0.008672478641245368
530,8,1,2048,RS,0.10296204872769331,512,1,2048,0.10320119999999999,True,32,128,1,8,6,35,8,0.10344035127230668,0.0007218693906399246
531,1,1,128,RS,0.22272629668610286,16,64,1024,0.22702737142857146,True,32,128,20,1,11,35,8,0.23132844617104006,0.012982637196514678
532,1,1,256,RS,0.10535137021206567,128,256,512,0.10856214285714284,True,128,2048,1,30,13,35,8,0.11177291550222002,0.009691600092400656
533,8,1,256,RS,0.11291465979687129,1,1,2048,0.1159558,True,64,1,1,12,7,35,1,0.1189969402031287,0.009179570754981645
534,8,8,128,RS,0.11812797868437344,1,64,128,0.11998174285714285,True,256,2048,4,1,16,35,1,0.12183550702991225,0.005595519525696337
535,1,1,2048,RS,0.2658702178910874,1,512,512,0.2703020285714286,True,128,128,15,20,1,35,1,0.2747338392517698,0.013377258855419447
536,8,1,256,RS,0.22412395105359614,64,1,1024,0.22699979999999997,True,1,2048,18,29,1,35,8,0.2298756489464038,0.008680645126783081
537,1,1,1024,RS,0.31950164601828773,1,256,1024,0.32466254285714286,True,1,1,26,9,1,35,32,0.329823439695998,0.015577978826064251
538,1,8,256,RS,0.24536901533622005,1,32,512,0.24991925714285718,True,512,2048,5,23,1,35,8,0.25446949894949433,0.013734738889489272
539,8,8,1024,RS,0.21188874444055178,64,64,512,0.21583379999999996,True,32,512,14,20,1,35,1,0.21977885555944815,0.01190800628100991
540,1,8,2048,RS,0.24722763358583666,1,1,512,0.2481373714285714,True,128,512,1,2,24,35,8,0.24904710927130613,0.0027460104888543217
541,8,8,64,RS,0.12415678130164294,1,32,64,0.12701988571428574,True,32,1,30,1,21,35,1,0.12988299012692853,0.008642176216576895
542,1,1,256,RS,0.3116529207137629,32,64,1024,0.3179736285714286,True,32,64,25,21,1,35,32,0.3242943364290943,0.0190788260736282
543,1,8,1,RS,0.24451037425867794,256,1,1024,0.2455568,True,256,2048,3,3,1,35,8,0.24660322574132204,0.0031585979240343815
544,1,1,1,RS,0.33134832336282644,128,128,512,0.33645954285714286,True,256,1024,21,29,1,35,32,0.3415707623514593,0.015428029573924128
545,8,1,64,RS,0.20421123957721268,1,64,2048,0.20837431428571432,True,16,64,18,1,5,35,8,0.21253738899421595,0.012566089128560992
546,1,1,2048,RS,0.10013758777780575,32,32,128,0.10163188,True,512,512,1,30,27,35,8,0.10312617222219424,0.0045104665572928415
547,8,8,64,RS,0.11956618281431027,16,16,64,0.12247554285714285,True,128,1,1,18,18,35,1,0.12538490289997542,0.008781797148787312
548,8,8,128,RS,0.18937185547642893,16,64,1024,0.19185622857142856,True,64,128,23,10,1,35,1,0.1943406016664282,0.007498989551307045
549,1,1,2048,RS,0.11973640472496828,128,32,2048,0.12281717142857142,True,16,1024,1,19,23,35,32,0.12589793813217454,0.009299181900992964
550,1,32,512,RS,0.29274112579429873,128,512,256,0.2973236285714285,True,1,256,13,11,1,35,1,0.3019061313485583,0.01383211745196295
551,1,8,1,RS,0.23775017564643708,32,32,256,0.24203168571428568,True,16,256,16,8,1,35,1,0.2463131957821343,0.01292358193994093
552,32,1,2048,RS,0.09840271078822699,32,128,64,0.10073987999999999,True,16,128,1,3,6,35,1,0.10307704921177299,0.00705466000014175
553,1,1,512,RS,0.10323443270124982,32,512,256,0.10475342857142858,True,1,128,1,11,11,35,1,0.10627242444160734,0.0045850336174851946
554,1,8,512,RS,0.2500155754184056,32,128,128,0.25309745714285714,True,512,512,1,27,19,35,8,0.2561793388673087,0.009302547550745312
555,8,1,64,RS,0.0902109778197502,16,16,512,0.09154238285714285,True,64,256,1,17,24,35,1,0.0928737878945355,0.004018797532488381
556,8,8,1024,RS,0.13311727846629404,16,16,1024,0.13610697142857142,True,32,2048,24,18,1,35,1,0.1390966643908488,0.009024279135391888
557,1,1,2048,RS,0.19880999516558995,512,32,1024,0.20322162857142856,True,256,2048,1,8,12,35,32,0.20763326197726717,0.013316354488449188
558,8,1,2048,RS,0.16535875687622845,64,256,256,0.16922279999999998,True,128,256,1,26,3,35,1,0.1730868431237715,0.011663473199449886
559,1,1,2048,RS,0.24381723806708058,16,128,256,0.24899522857142853,True,128,1024,16,1,3,35,8,0.2541732190757765,0.015629575431736025
560,1,32,64,RS,0.25547625081860936,1,64,64,0.25907902857142856,True,32,1,1,4,18,35,1,0.26268180632424776,0.010874853208823986
561,1,8,256,RS,0.25449181988920305,64,32,512,0.2587716857142857,True,128,2048,1,26,4,35,8,0.2630515515393684,0.012918618853138018
562,1,1,1024,RS,0.0964106175451446,512,64,2048,0.09924543714285716,True,64,64,1,2,4,35,1,0.10208025674056972,0.008556799534608578
563,1,1,1024,RS,0.1955789396606059,1,256,2048,0.19648285714285715,True,32,1024,2,1,14,35,32,0.1973867746251084,0.002728441943075698
564,1,1,2048,RS,0.07095581107968066,16,256,64,0.07340930857142856,True,128,128,1,23,2,35,1,0.07586280606317647,0.007405792669308512
565,8,1,256,RS,0.10033222177118635,256,256,256,0.10361486857142857,True,1,1,1,5,14,35,8,0.10689751537167079,0.009908549607623033
566,1,1,1,RS,0.12603700530078485,16,32,64,0.12934845714285714,True,32,1,1,5,30,35,8,0.13265990898492944,0.00999549657550941
567,1,32,64,RS,0.24693329605454434,16,32,1024,0.25080211428571436,True,16,2048,29,5,1,35,1,0.2546709325168844,0.011677886686924698
568,1,1,1024,RS,0.3303355977067874,1,512,1,0.3355409714285715,True,1,64,27,22,1,35,32,0.34074634515035557,0.01571223067456089
569,8,1,1,RS,0.10051286182995572,256,16,2048,0.10334985428571428,True,256,256,1,13,1,35,8,0.10618684674147283,0.008563358227349254
570,8,1,512,RS,0.11121301374989483,64,32,256,0.11389819999999999,True,1,256,12,1,7,35,1,0.11658338625010516,0.008105136733842666
571,1,1,1,RS,0.31136950449889444,128,128,128,0.3149801428571429,True,512,1,17,1,29,35,32,0.3185907812153913,0.010898580159538106
572,8,1,1,RS,0.22606429855897103,128,256,512,0.23095862857142854,True,16,256,8,1,23,35,8,0.23585295858388605,0.014773356585586702
573,1,8,2048,RS,0.11282950233388522,16,512,128,0.11298562857142858,True,1,1024,18,20,1,35,1,0.11314175480897193,0.0004712613521612141
574,1,1,1024,RS,0.26315079913264006,1,64,512,0.2688509428571429,True,16,128,17,27,1,35,1,0.27455108658164573,0.017205675877359036
575,8,1,2048,RS,0.109207017317248,512,512,1024,0.10940485714285714,True,512,1,5,1,30,35,1,0.10960269696846628,0.00059717229592506
576,1,8,64,RS,0.23537755478573863,16,16,1024,0.2395770285714286,True,32,64,1,6,14,35,8,0.24377650235711856,0.012675958415127466
577,8,8,1,RS,0.20219618154870872,1,16,1,0.20579799999999998,True,32,512,2,11,1,35,1,0.20939981845129124,0.010871957592159486
578,1,1,1024,RS,0.1569906908283597,32,32,1024,0.16119940000000002,True,16,1024,1,25,2,35,32,0.16540810917164034,0.012703835090689293
579,1,1,512,RS,0.1051325159853696,128,1,2048,0.1080664,True,64,256,4,1,15,35,1,0.11100028401463041,0.008855821862965145
580,1,32,1024,RS,0.3231788414393074,1,32,2048,0.3281140857142858,True,1,1024,18,19,1,35,1,0.3330493299892642,0.014896854794354472
581,1,32,1,RS,0.1023195734131679,256,16,2048,0.10285617142857145,True,512,2048,1,10,5,35,1,0.103392769443975,0.0016197015331000117
582,1,1,2048,RS,0.13100325951459704,256,32,256,0.13158302857142856,True,16,1,6,11,1,35,8,0.13216279762826008,0.0017500117466661155
583,1,8,1024,RS,0.24343485996419328,1,32,256,0.2464384285714286,True,32,512,1,23,5,35,1,0.24944199717866394,0.009066162263480344
584,1,8,512,RS,0.2401829357375586,128,256,1,0.24275331428571428,True,32,2048,24,1,19,35,8,0.24532369283386996,0.007758593873971269
585,1,8,128,RS,0.24943940702632056,128,32,128,0.2535402857142857,True,128,512,9,21,1,35,8,0.2576411644022509,0.012378352709633124
586,1,1,512,RS,0.1088866888219475,16,1,512,0.11418317142857141,True,256,512,7,1,26,35,32,0.11947965403519532,0.01598723951957706
587,8,8,1,RS,0.1267175453518825,32,32,1024,0.12956202857142857,True,16,2048,8,1,2,35,1,0.13240651179097462,0.0085859688245606
588,1,8,1,RS,0.24917996217568986,128,32,256,0.2542947142857143,True,512,2048,24,30,1,35,8,0.2594094663957388,0.01543869264556043
589,1,1,256,RS,0.11634293871438824,16,64,2048,0.11896614285714284,True,512,1024,2,28,1,35,8,0.12158934699989744,0.007918046004062429
590,1,1,512,RS,0.22871006322245507,64,512,1,0.23228971428571432,True,64,1,12,7,1,35,8,0.23586936534897357,0.010805046140104907
591,1,32,512,RS,0.1411342801475689,16,32,128,0.14494854285714284,True,128,1,10,23,1,35,1,0.14876280556671678,0.011513212835304504
592,8,1,128,RS,0.2276319732707706,64,64,2048,0.22822848571428572,True,512,2048,26,30,1,35,8,0.22882499815780086,0.0018005510485313509
593,1,1,1,RS,0.1036280268201914,256,1,1024,0.10520654,True,64,512,4,1,26,35,1,0.1067850531798086,0.004764684445267224
594,1,1,512,RS,0.15892659621168248,64,32,1,0.161663,True,32,512,1,20,29,35,32,0.16439940378831752,0.008259735004396763
